experiment_name,mode,step,cumulative_time,tokens_per_sec,peak_mem_mb,loss,ppl,accuracy,amp,ddp,params
baseline-small,eval,500,20.931179522536695,102885.08197131965,5122.745856,6.247452735900879,545.4662793904381,0.17619373776908023,False,False,70640640
baseline-small,eval,1000,41.12506654765457,101685.97265119076,5122.745856,6.176635265350342,381.79664156358837,0.2013454011741683,False,False,70640640
baseline-small,eval,1500,61.27565481700003,101517.79084299554,5122.745856,5.819833278656006,315.00327225600745,0.21499021526418788,False,False,70640640
baseline-small,eval,2000,81.71385479625314,101068.74698445224,5122.745856,5.783316612243652,271.21579897600486,0.22530332681017612,False,False,70640640
baseline-small,eval,2500,102.1999237332493,101266.09234337838,5122.745856,5.644314289093018,241.57298673381143,0.23349804305283758,False,False,70640640
baseline-small,eval,3000,122.55804956518114,100411.00200118407,5122.745856,5.322670936584473,226.79705263314372,0.23751956947162425,False,False,70640640
baseline-small,eval,3500,143.1339125977829,100206.47096090432,5122.745856,5.566372394561768,218.2968152855174,0.24032778864970647,False,False,70640640
baseline-small,eval,4000,163.7465383997187,100343.49583211183,5122.745856,5.596976280212402,217.29877929697918,0.24044031311154598,False,False,70640640
