experiment_name,param,value,cumulative_time,tokens_per_sec,peak_mem_mb,loss,ppl,accuracy
baseline,train.batch_size,4,30.919185169041157,45544.956432419225,4343.263232,7.733525276184082,2283.638483766073,0.05051859099804305
baseline,train.batch_size,8,38.11693019513041,62225.96779436913,6413.953024,8.624709129333496,5567.543038065834,0.05194227005870841
baseline,train.batch_size,16,62.25530765391886,71119.23125770618,10564.822528,11.275647163391113,78877.17410477975,0.05118232224396608
baseline,train.batch_size,32,111.79015544056892,76613.25948423806,18854.57408,16.196605682373047,10816742.05830411,0.05118232224396608
